gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	E1	F1	B1	D1	C1	AA
K01999	livK; branched-chain amino acid transport system substrate-binding protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K01997	livH; branched-chain amino acid transport system permease protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K01998	livM; branched-chain amino acid transport system permease protein	Branched-chain amino acid transport system	Transporters			2.0	0.0	2.0	2.0	2.0	2.0
K01995	livG; branched-chain amino acid transport system ATP-binding protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K01996	livF; branched-chain amino acid transport system ATP-binding protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02073	ABC.MET.S; D-methionine transport system substrate-binding protein	D-Methionine transport system	Transporters			4.0	1.0	3.0	4.0	4.0	3.0
K02072	ABC.MET.P; D-methionine transport system permease protein	D-Methionine transport system	Transporters			4.0	1.0	3.0	4.0	4.0	3.0
K02071	ABC.MET.A; D-methionine transport system ATP-binding protein	D-Methionine transport system	Transporters			5.0	1.0	3.0	5.0	5.0	4.0
K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	Peptides/nickel transport system	Transporters			18.0	11.0	18.0	18.0	18.0	7.0
K02033	ABC.PE.P; peptide/nickel transport system permease protein	Peptides/nickel transport system	Transporters			5.0	3.0	5.0	5.0	5.0	2.0
K02034	ABC.PE.P1; peptide/nickel transport system permease protein	Peptides/nickel transport system	Transporters			1.0	1.0	1.0	1.0	1.0	0.0
K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	Iron complex transport system	Transporters			3.0	1.0	2.0	3.0	3.0	2.0
K02015	ABC.FEV.P; iron complex transport system permease protein	Iron complex transport system	Transporters			4.0	1.0	3.0	4.0	4.0	3.0
K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]	Iron complex transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K09817	znuC; zinc transport system ATP-binding protein [EC:3.6.3.-]	Zinc transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02077	ABC.ZM.S; zinc/manganese transport system substrate-binding protein	Putative zinc/manganese transport system	Transporters			5.0	2.0	5.0	5.0	5.0	3.0
K02075	ABC.ZM.P; zinc/manganese transport system permease protein	Putative zinc/manganese transport system	Transporters			3.0	1.0	3.0	3.0	3.0	2.0
K02074	ABC.ZM.A; zinc/manganese transport system ATP-binding protein	Putative zinc/manganese transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02008	cbiQ; cobalt/nickel transport system permease protein	Cobalt/nickel transport system	Transporters			4.0	1.0	4.0	4.0	4.0	3.0
K02007	cbiM; cobalt/nickel transport system permease protein	Cobalt/nickel transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02006	cbiO; cobalt/nickel transport system ATP-binding protein	Cobalt/nickel transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02008	cbiQ; cobalt/nickel transport system permease protein	Nickel transport system	Transporters			4.0	1.0	4.0	4.0	4.0	3.0
K02007	cbiM; cobalt/nickel transport system permease protein	Nickel transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02006	cbiO; cobalt/nickel transport system ATP-binding protein	Nickel transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K01989	ABC.X4.S; putative ABC transport system substrate-binding protein	Putative ABC transport system	Transporters			4.0	2.0	4.0	4.0	4.0	2.0
K05832	ABC.X4.P; putative ABC transport system permease protein	Putative ABC transport system	Transporters			4.0	2.0	4.0	4.0	4.0	2.0
K05833	ABC.X4.A; putative ABC transport system ATP-binding protein	Putative ABC transport system	Transporters			4.0	2.0	4.0	4.0	4.0	2.0
K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	Lipopolysaccharide transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K09692	tagG; teichoic acid transport system permease protein	Teichoic acid transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K09693	tagH; teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	Teichoic acid transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K09694	nodJ; lipooligosaccharide transport system permease protein	Lipooligosaccharide transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K09696	natB; sodium transport system permease protein	Sodium transport system	Transporters			5.0	1.0	5.0	5.0	5.0	4.0
K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	ABC-2 type transport system	Transporters			4.0	0.0	4.0	4.0	4.0	4.0
K09813	hrtB; hemin transport system permease protein	Hemin transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K09814	hrtA; hemin transport system ATP-binding protein [EC:3.6.3.-]	Hemin transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02004	ABC.CD.P;	Putative ABC transport system	Transporters			3.0	1.0	3.0	3.0	3.0	2.0
K02003	ABC.CD.A;	Putative ABC transport system	Transporters			4.0	2.0	5.0	4.0	4.0	2.0
K02777	PTS-Glc-EIIA; PTS system, glucose-specific IIA component	PTS system, glucose-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K02777	PTS-Glc-EIIA; PTS system, sugar-specific IIA component	PTS system, maltose/glucose-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K02804	PTS-Nag-EIIC; PTS system, N-acetylglucosamine-specific IIC component	PTS system, N-acetylglucosamine-specific II component	Transporters			2.0	0.0	2.0	2.0	2.0	2.0
K02777	PTS-Glc-EIIA; PTS system, sugar-specific IIA component	PTS system, alpha-glucoside-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K02750	PTS-Glv-EIIC; PTS system, alpha-glucoside-specific IIC component	PTS system, alpha-glucoside-specific II component	Transporters			5.0	0.0	2.0	5.0	5.0	5.0
K02810	PTS-Scr-EIIC; PTS system, sucrose-specific IIC component	PTS system, sucrose-specific II component	Transporters			3.0	0.0	2.0	3.0	3.0	3.0
K02777	PTS-Glc-EIIA; PTS system, glucose-specific IIA component	PTS system, trehalose-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K02755	PTS-Bgl-EIIA; PTS system, beta-glucoside-specific IIA component	PTS system, beta-glucoside-specific II component	Transporters			6.0	0.0	3.0	6.0	6.0	6.0
K02757	PTS-Bgl-EIIC; PTS system, beta-glucoside-specific IIC component	PTS system, beta-glucoside-specific II component	Transporters			9.0	1.0	6.0	9.0	9.0	9.0
K02777	PTS-Glc-EIIA; PTS system, sugar-specific IIA component	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K02753	PTS-Asc-EIIC; PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIC component	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II componentTransporters			13.0	1.0	8.0	13.0	13.0	13.0
K02768	PTS-Fru-EIIA; PTS system, fructose-specific IIA component	PTS system, fructose-specific II component	Transporters			3.0	0.0	2.0	3.0	3.0	3.0
K02769	PTS-Fru-EIIB; PTS system, fructose-specific IIB component	PTS system, fructose-specific II component	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K02770	PTS-Fru-EIIC; PTS system, fructose-specific IIC component	PTS system, fructose-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K02798	PTS-Mtl-EIIA; PTS system, mannitol-specific IIA component	PTS system, mannitol-specific II component	Transporters			3.0	0.0	2.0	3.0	3.0	3.0
K02800	PTS-Mtl-EIIC; PTS system, mannitol-specific IIC component	PTS system, mannitol-specific II component	Transporters			1.0	1.0	1.0	1.0	1.0	1.0
K02759	PTS-Cel-EIIA; PTS system, cellobiose-specific IIA component	PTS system, cellobiose-specific II component	Transporters			3.0	0.0	3.0	3.0	3.0	3.0
K02760	PTS-Cel-EIIB; PTS system, cellobiose-specific IIB component	PTS system, cellobiose-specific II component	Transporters			4.0	1.0	4.0	4.0	4.0	3.0
K02761	PTS-Cel-EIIC; PTS system, cellobiose-specific IIC component	PTS system, cellobiose-specific II component	Transporters			11.0	4.0	11.0	11.0	11.0	9.0
K02794	PTS-Man-EIIB; PTS system, mannose-specific IIB component	PTS system, mannose-specific II component	Transporters			5.0	3.0	5.0	5.0	5.0	3.0
K02795	PTS-Man-EIIC; PTS system, mannose-specific IIC component	PTS system, mannose-specific II component	Transporters			2.0	2.0	2.0	2.0	2.0	1.0
K02796	PTS-Man-EIID; PTS system, mannose-specific IID component	PTS system, mannose-specific II component	Transporters			2.0	2.0	2.0	2.0	2.0	1.0
K02744	PTS-Aga-EIIA; PTS system, N-acetylgalactosamine-specific IIA component	PTS system, N-acetylgalactosamine-specific II component	Transporters			3.0	1.0	2.0	3.0	3.0	2.0
K02745	PTS-Aga-EIIB; PTS system, N-acetylgalactosamine-specific IIB component	PTS system, N-acetylgalactosamine-specific II component	Transporters			4.0	2.0	3.0	4.0	4.0	3.0
K02746	PTS-Aga-EIIC; PTS system, N-acetylgalactosamine-specific IIC component	PTS system, N-acetylgalactosamine-specific II component	Transporters			3.0	2.0	2.0	3.0	3.0	2.0
K02747	PTS-Aga-EIID; PTS system, N-acetylgalactosamine-specific IID component	PTS system, N-acetylgalactosamine-specific II component	Transporters			3.0	2.0	2.0	3.0	3.0	2.0
K02773	PTS-Gat-EIIA; PTS system, galactitol-specific IIA component	PTS system, galactitol-specific II component	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K02774	PTS-Gat-EIIB; PTS system, galactitol-specific IIB component	PTS system, galactitol-specific II component	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K02775	PTS-Gat-EIIC; PTS system, galactitol-specific IIC component	PTS system, galactitol-specific II component	Transporters			3.0	1.0	2.0	3.0	3.0	2.0
K02781	PTS-Gut-EIIA; PTS system, glucitol/sorbitol-specific IIA component	PTS system, glucitol/sorbitol-specific II component	Transporters			2.0	0.0	2.0	2.0	2.0	2.0
K02782	PTS-Gut-EIIB; PTS system, glucitol/sorbitol-specific IIB component	PTS system, glucitol/sorbitol-specific II component	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02783	PTS-Gut-EIIC; PTS system, glucitol/sorbitol-specific IIC component	PTS system, glucitol/sorbitol-specific II component	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02821	PTS-Ula-EIIA; PTS system, ascorbate-specific IIA component	PTS system, ascorbate-specific II component	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K02822	PTS-Ula-EIIB; PTS system, ascorbate-specific IIB component	PTS system, ascorbate-specific II component	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K03475	PTS-Ula-EIIC; PTS system, ascorbate-specific IIC component	PTS system, ascorbate-specific II component	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K11051	ABC-2.CYL.P; multidrug/hemolysin transport system permease protein	Multidrug/hemolysin transport system	Transporters			1.0	0.0	0.0	1.0	1.0	1.0
K11050	ABC-2.CYL.A; multidrug/hemolysin transport system ATP-binding protein	Multidrug/hemolysin transport system	Transporters			1.0	0.0	0.0	1.0	1.0	1.0
K11069	potD; spermidine/putrescine transport system substrate-binding protein	Spermidine/putrescine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11070	potC; spermidine/putrescine transport system permease protein	Spermidine/putrescine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11071	potB; spermidine/putrescine transport system permease protein	Spermidine/putrescine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11072	potA; spermidine/putrescine transport system ATP-binding protein	Spermidine/putrescine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02777	PTS-Glc-EIIA; PTS system, glucose-specific IIA component	PTS system, N-acetylmuramic acid-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K11201	PTS-Fru2-EIIA; PTS system, fructose-specific IIA-like component	PTS system, fructose-specific II-like component	Transporters			1.0	0.0	0.0	1.0	1.0	1.0
K11632	bceB; bacitracin transport system permease protein	Bacitracin transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11631	bceA; bacitracin transport system ATP-binding protein	Bacitracin transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11636	yxdM; putative ABC transport system permease protein	Uncharacterized ABC transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K15553	ssuA; sulfonate transport system substrate-binding protein	Sulfonate transport system	Transporters			1.0	0.0	1.0	0.0	0.0	0.0
K15554	ssuC; sulfonate transport system permease protein	Sulfonate transport system	Transporters			1.0	0.0	1.0	0.0	0.0	0.0
K15580	oppA; oligopeptide transport system substrate-binding protein	Oligopeptide transport system	Transporters			17.0	10.0	17.0	17.0	17.0	7.0
K15581	oppB; oligopeptide transport system permease protein	Oligopeptide transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K15582	oppC; oligopeptide transport system permease protein	Oligopeptide transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K15583	oppD; oligopeptide transport system ATP-binding protein	Oligopeptide transport system	Transporters			3.0	2.0	3.0	3.0	3.0	1.0
K10823	oppF; oligopeptide transport system ATP-binding protein	Oligopeptide transport system	Transporters			3.0	2.0	3.0	3.0	3.0	1.0
K03523	bioY; biotin transport system substrate-specific component	Biotin transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K03523	bioY; biotin transport system substrate-specific component	Energy-coupling factor transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K16923	qrtT; energy-coupling factor transport system substrate-specific component	Energy-coupling factor transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K16924	mtsT; energy-coupling factor transport system substrate-specific component	Energy-coupling factor transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K16925	ykoE; energy-coupling factor transport system substrate-specific component	Energy-coupling factor transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K16927	cbrT; energy-coupling factor transport system substrate-specific component	Energy-coupling factor transport system	Transporters			1.0	1.0	1.0	1.0	1.0	0.0
K16785	ecfT; energy-coupling factor transport system permease protein	Energy-coupling factor transport system	Transporters			6.0	3.0	6.0	6.0	6.0	3.0
K16786	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	Energy-coupling factor transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K16787	ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	Energy-coupling factor transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K16919	ytrC_D; acetoin utilization transport system permease protein	Acetoin utilization transport system	Transporters			3.0	2.0	3.0	3.0	3.0	2.0
K16921	ytrB; acetoin utilization transport system ATP-binding protein	Acetoin utilization transport system	Transporters			6.0	3.0	6.0	6.0	6.0	4.0
K10112	msmX; multiple sugar transport system ATP-binding protein	Arabinosaccharide transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K17318	lplA; putative aldouronate transport system substrate-binding protein	Putative aldouronate transport system	Transporters			1.0	0.0	0.0	1.0	1.0	1.0
K17319	lplB; putative aldouronate transport system permease protein	Putative aldouronate transport system	Transporters			1.0	0.0	0.0	1.0	1.0	1.0
K17320	lplC; putative aldouronate transport system permease protein	Putative aldouronate transport system	Transporters			1.0	0.0	0.0	1.0	1.0	1.0
K10112	msmX; multiple sugar transport system ATP-binding protein	Glucose/mannose transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K10112	msmX; multiple sugar transport system ATP-binding protein	N,N'-Diacetylchitobiose transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K18476	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein	Tetracycline resistance, TetA transporter	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	Tetracycline resistance, TetA transporter	Transporters			4.0	3.0	2.0	4.0	4.0	4.0
K19081	braS; two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]	Bacitracin resistance, VraDE transporter	Transporters			0.0	1.0	1.0	0.0	0.0	0.0
K11631	bceA; bacitracin transport system ATP-binding protein	Bacitracin resistance, VraDE transporter	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11632	bceB; bacitracin transport system permease protein	Bacitracin resistance, VraDE transporter	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11631	bceA; bacitracin transport system ATP-binding protein	Bacitracin resistance, BceAB transporter	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K11632	bceB; bacitracin transport system permease protein	Bacitracin resistance, BceAB transporter	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K19975	mntC; manganese/zinc transport system substrate-binding protein	Manganese/zinc transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K19976	mntB; manganese/zinc transport system permease protein	Manganese/zinc transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K19973	mntA; manganese/zinc transport system ATP-binding protein [EC:3.6.3.35]	Manganese/zinc transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02777	PTS-Glc-EIIA; PTS system, glucose-specific IIA component	PTS system, maltose-specific II component	Transporters			4.0	0.0	2.0	4.0	4.0	4.0
K20459	nukF; lantibiotic transport system ATP-binding protein	Lantibiotic transport system	Transporters			2.0	0.0	3.0	2.0	2.0	2.0
K20460	nukE; lantibiotic transport system permease protein	Lantibiotic transport system	Transporters			0.0	0.0	1.0	0.0	0.0	0.0
K20461	nukG; lantibiotic transport system permease protein	Lantibiotic transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K23059	artP; arginine/lysine/histidine transporter system substrate-binding protein	Arginine/lysine/histidine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
