Gene Family	AA_combined_Abundance-RPKs	B1_combined_Abundance-RPKs	C1_combined_Abundance-RPKs	D1_combined_Abundance-RPKs	E1_combined_Abundance-RPKs	F1_combined_Abundance-RPKs	log2FC_E1_vs_AA	log2FC_F1_vs_B1	log2FC_D1_vs_AA	log2FC_C1_vs_D1
K00215|g__Lactobacillus.s__Lactobacillus_plantarum	11.9443	0.0	6.58709	3.41446	0.0	0.0	-23.509819091606378	0.0	-1.806592666753659	0.9479836254201454
K00215|unclassified	87.6638	3.82002	45.9219	23.5887	43.8464	0.159828	-0.9995228055454257	-4.578979463914764	-1.8938852604209961	0.961086392218024
K00216	0.0	0.366817	0.0	0.0	0.0	0.0	0.0	-18.484704909099275	0.0	0.0
K00216|g__Pantoea.s__Pantoea_agglomerans	0.0	0.33347	0.0	0.0	0.0	0.0	0.0	-18.347201778649247	0.0	0.0
K00216|g__Pantoea.s__Pantoea_vagans	0.0	0.033347	0.0	0.0	0.0	0.0	0.0	-15.025312619921719	0.0	0.0
K00222	2.65953	1.14945	6.42179	9.29184	9.59842	10.8706	1.8516252396546653	3.2414148326979912	1.8047926138843096	-0.5329887545824145
K00222|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.65953	1.14945	6.42179	9.29184	9.59842	10.8706	1.8516252396546653	3.2414148326979912	1.8047926138843096	-0.5329887545824145
K00223	2.56858	0.559277	4.91944	6.433	6.58159	8.28575	1.3574648061311518	3.888994979607748	1.3245203432722874	-0.3869975226582984
K00223|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.56858	0.559277	4.91944	6.433	6.58159	8.28575	1.3574648061311518	3.888994979607748	1.3245203432722874	-0.3869975226582984
K00226	2.00649	0.792202	4.75601	6.87244	8.78918	8.31599	2.1310540523428347	3.39194612711804	1.7761479312279558	-0.5310705643918905
K00226|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.00649	0.792202	4.75601	6.87244	8.78918	8.31599	2.1310540523428347	3.39194612711804	1.7761479312279558	-0.5310705643918905
K00227	1.78901	1.4147	4.20538	5.64791	6.08653	6.85161	1.7664579446322837	2.275946076105032	1.6585550967020042	-0.425480842750953
K00227|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.78901	1.4147	4.20538	5.64791	6.08653	6.85161	1.7664579446322837	2.275946076105032	1.6585550967020042	-0.425480842750953
K00228	2.62881	1.735713	6.2996	10.6671	10.0952	11.8851	1.9411873083227713	2.7755530091121066	2.020685820593397	-0.7598357877884623
K00228|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.292113	0.0	0.0	0.0	0.0	0.0	-18.156171977576726	0.0	0.0
K00228|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.62881	1.4436	6.2996	10.6671	10.0952	11.8851	1.9411873083227713	3.0414102105716756	2.020685820593397	-0.7598357877884623
K00230	0.130661	0.0	0.0	0.0	0.0	0.0	-16.99548010231314	0.0	-16.99548010231314	0.0
K00230|g__Pantoea.s__Pantoea_agglomerans	0.0979956	0.0	0.0	0.0	0.0	0.0	-16.580444075223923	0.0	-16.580444075223923	0.0
K00230|g__Pantoea.s__Pantoea_vagans	0.0326652	0.0	0.0	0.0	0.0	0.0	-14.995511017979767	0.0	-14.995511017979767	0.0
K00231	2.91515	1.1063	5.47974	7.86824	7.29631	10.0253	1.3235966100719405	3.179829683396752	1.432470532690106	-0.5219334414630421
K00231|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.91515	1.1063	5.47974	7.86824	7.29631	10.0253	1.3235966100719405	3.179829683396752	1.432470532690106	-0.5219334414630421
K00232	3.02714	0.969576	5.7255	9.47845	9.49574	10.7697	1.6493247100019177	3.4734789105047157	1.6466954329121586	-0.7272493691110136
K00232|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.02714	0.969576	5.7255	9.47845	9.49574	10.7697	1.6493247100019177	3.4734789105047157	1.6466954329121586	-0.7272493691110136
K00234	5.3663	1.522708	10.3962	16.26765	15.978929999999998	18.20915	1.5741710104684334	3.5799514938697445	1.6000060613453333	-0.6459495129762712
K00234|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.3663	1.522708	10.3962	16.26765	15.978929999999998	18.20915	1.5741710104684334	3.5799514938697445	1.6000060613453333	-0.6459495129762712
K00235	4.18561	0.998365	6.55651	10.4843	9.42156	11.6071	1.170527873404264	3.539295075032108	1.3247205360162988	-0.6772304741589705
K00235|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.18561	0.998365	6.55651	10.4843	9.42156	11.6071	1.170527873404264	3.539295075032108	1.3247205360162988	-0.6772304741589705
K00236	7.40126	1.507629	13.33812	17.24574	18.07278	23.2943	1.287975524097686	3.9496227262693	1.2203971206528548	-0.37068467658021653
K00236|g__Saccharomyces.s__Saccharomyces_cerevisiae	7.40126	1.507629	13.33812	17.24574	18.07278	23.2943	1.287975524097686	3.9496227262693	1.2203971206528548	-0.37068467658021653
K00237	4.51923	1.660962	9.31697	14.11374	13.00925	15.04709	1.5253886949194333	3.1793927619380606	1.6429512333727496	-0.5991675326837671
K00237|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.51923	1.660962	9.31697	14.11374	13.00925	15.04709	1.5253886949194333	3.1793927619380606	1.6429512333727496	-0.5991675326837671
K00241	0.156549	0.691345	0.0	0.0	0.0	0.0	-17.256263982913396	-19.399048395690187	-17.256263982913396	0.0
K00241|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.438129	0.0	0.0	0.0	0.0	0.0	-18.740999477888845	0.0	0.0
K00241|g__Pantoea.s__Pantoea_vagans	0.156549	0.253216	0.0	0.0	0.0	0.0	-17.256263982913396	-17.950014739362597	-17.256263982913396	0.0
K00244	105.839	3.92558	52.371	28.9492	45.6692	0.242468	-1.2125778948377928	-4.017033980194237	-1.8702759139991156	0.8552446499131919
K00244|g__Lactobacillus.s__Lactobacillus_plantarum	64.1988	2.4517	31.9278	17.4839	27.9282	0.102532	-1.2008237081504431	-4.579622826714941	-1.8765192390930678	0.8687860777296875
K00244|unclassified	41.6404	1.47388	20.4433	11.4653	17.7409	0.139936	-1.2309046808871897	-3.39677067366726	-1.860709731287666	0.8343539378064547
K00262	5.7827268	2.099415	11.41494	18.41646	16.8906	19.43332	1.5463985634812656	3.2104724965142974	1.671173753080617	-0.6900724497350407
K00262|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.73509	2.099415	11.41494	18.41646	16.8906	19.43332	1.5583323798035904	3.2104724965142974	1.6831075694029418	-0.6900724497350407
K00262|unclassified	0.0476368	0.0	0.0	0.0	0.0	0.0	-15.539819168016427	0.0	-15.539819168016427	0.0
K00264	3.77245	1.21594	8.24366	11.7162	11.5455	13.7288	1.613756711135009	3.4970605007112003	1.634930782070769	-0.5071477650572078
K00264|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.92574	0.879921	6.34185	9.01961	8.81096	10.7771	1.590497319436829	3.6144496976229177	1.6242631527629854	-0.5081612317890785
K00264|unclassified	0.846716	0.336023	1.90181	2.69662	2.73457	2.9517	1.6913627602634997	3.1349104032832926	1.671201010183546	-0.503778890637917
K00266	0.0	0.297302	0.0	0.0	0.0	0.0	0.0	-18.181574495581078	0.0	0.0
K00266|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.297302	0.0	0.0	0.0	0.0	0.0	-18.181574495581078	0.0	0.0
K00275	4.447620000000001	2.848077	9.14958	13.2399	13.05649	15.23337	1.5536614567076552	2.4191746689454106	1.573786574122457	-0.5331147519806693
K00275|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.685194	0.0	0.0	0.0	0.0	0.0	-19.386155098273314	0.0	0.0
K00275|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.447620000000001	1.844212	9.14958	13.2399	13.05649	15.23337	1.5536614567076552	3.046158035218381	1.573786574122457	-0.5331147519806693
K00275|unclassified	0.0	0.318671	0.0	0.0	0.0	0.0	0.0	-18.281712737243325	0.0	0.0
K00281	4.87583	2.583	10.8864	16.0189	15.5821	19.3119	1.676169744102197	2.9023700783291035	1.7160551459171176	-0.5572480892010332
K00281|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.53246	1.77035	5.9894	8.71105	8.29821	11.1112	1.7122602896876777	2.6499074339806383	1.782306740782786	-0.5404350661233178
K00281|unclassified	2.34337	0.81265	4.897	7.3079	7.28387	8.2007	1.6361199936628048	3.335039424737221	1.6408717117094656	-0.577558599280104
K00285	0.0	0.34882	0.0	0.0	0.0	0.0	0.0	-18.412127371443482	0.0	0.0
K00285|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.34882	0.0	0.0	0.0	0.0	0.0	-18.412127371443482	0.0	0.0
K00286	152.2552	226.703714	179.54668	179.60137	167.62186	188.829294	0.13871880442348924	-0.2637254308066724	0.23830685195853812	-0.000439378645974442
K00286|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.241803	0.0	0.0	0.0	0.0	0.0	-17.883478584749376	0.0	0.0
K00286|g__Lactobacillus.s__Lactobacillus_brevis	0.0	218.232	99.7497	128.606	94.6055	180.738	26.495420738206246	-0.2719627990052297	26.938382722223132	-0.36657354115244006
K00286|g__Lactobacillus.s__Lactobacillus_plantarum	147.235	7.21138	73.7082	43.5766	66.8091	0.252804	-1.1400041217029957	-4.834178663470975	-1.756495097617147	0.7582714771185626
K00286|g__Pantoea.s__Pantoea_agglomerans	0.0	0.12254	0.0	0.0	0.0	0.0	0.0	-16.9029050040747	0.0	0.0
K00286|g__Pantoea.s__Pantoea_vagans	0.0	0.153175	0.0	0.0	0.0	0.0	0.0	-17.224830744327747	0.0	0.0
K00286|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.2962	0.742815	4.74118	7.41877	6.20726	7.83849	1.4347078738222312	3.3994991497483924	1.6919312733990717	-0.64593373788925
K00286|unclassified	2.72386	0.0	1.34753	0.0	0.0	0.0	-21.377221653097326	0.0	-21.377221653097326	20.361887031935964
K00287	2.96839	1.32663	6.41782	10.371	11.2611	11.3028	1.923594843785979	3.090841289338936	1.804802105444432	-0.6923996915812134
K00287|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.96839	1.32663	6.41782	10.371	11.2611	11.3028	1.923594843785979	3.090841289338936	1.804802105444432	-0.6923996915812134
K00288	8.40966	2.9124	18.12512	28.169	25.0787	29.795	1.5763430722832315	3.3547893810739198	1.743988849536208	-0.6361177738095162
K00288|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.48608	1.993106	13.49154	21.1328	18.69627	22.3392	1.5273316052611858	3.4864865177823745	1.70406505294504	-0.6474288568269622
K00288|unclassified	1.92357	0.919289	4.63357	7.03617	6.38246	7.45577	1.73032573584053	3.0197655968460144	1.8710034638033626	-0.6026660668331386
K00290	1.61511	0.752622	3.48561	5.41734	5.23489	5.33674	1.6965261790409043	2.8259597132351764	1.7459515866835609	-0.6361733342885301
K00290|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.61511	0.752622	3.48561	5.41734	5.23489	5.33674	1.6965261790409043	2.8259597132351764	1.7459515866835609	-0.6361733342885301
K00293	2.97523	1.1263	6.7756	9.43994	9.79886	11.0837	1.7196123778895158	3.2987753582647588	1.6657761576164742	-0.478428922630111
K00293|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.97523	1.1263	6.7756	9.43994	9.79886	11.0837	1.7196123778895158	3.2987753582647588	1.6657761576164742	-0.478428922630111
K00294	2.86622	1.01281	6.37162	9.17491	9.51313	10.9306	1.7307703919403006	3.4319358432694007	1.6785443104480262	-0.5260337090575689
K00294|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.86622	1.01281	6.37162	9.17491	9.51313	10.9306	1.7307703919403006	3.4319358432694007	1.6785443104480262	-0.5260337090575689
K00295	3.0436	1.19951	5.17416	8.05691	8.13369	9.14127	1.4181309421203354	2.929948383394312	1.4044475774597023	-0.6389018731596936
K00295|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.0436	1.19951	5.17416	8.05691	8.13369	9.14127	1.4181309421203354	2.929948383394312	1.4044475774597023	-0.6389018731596936
K00297	6.56072	2.562612	13.07863	18.15504	20.141	21.7631	1.6182091107714234	3.0861966115827144	1.4684439124739088	-0.4731586529530023
K00297|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.440003	0.0	0.0	0.0	0.0	0.0	-18.747157113536595	0.0	0.0
K00297|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.56072	2.0201960000000003	13.07863	18.15504	20.141	21.7631	1.6182091107714234	3.4293162495371607	1.4684439124739088	-0.4731586529530023
K00297|unclassified	0.0	0.102413	0.0	0.0	0.0	0.0	0.0	-16.644053419755135	0.0	0.0
K00303	0.0	0.181866	0.0	0.0	0.0	0.0	0.0	-17.472524262311097	0.0	0.0
K00303|unclassified	0.0	0.181866	0.0	0.0	0.0	0.0	0.0	-17.472524262311097	0.0	0.0
K00311	0.996608	0.839835	2.18013	3.51756	3.09081	4.10643	1.6328859299073908	2.2897055203287575	1.8194759346356486	-0.6901606158060457
K00311|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.532791	0.0	0.0	0.0	0.0	0.0	-19.023212894595655	0.0	0.0
K00311|g__Saccharomyces.s__Saccharomyces_cerevisiae	0.996608	0.307044	2.18013	3.51756	3.09081	4.10643	1.6328859299073908	3.741363041633031	1.8194759346356486	-0.6901606158060457
K00318	1.58918	0.475904	2.60856	3.68746	3.7868	4.51532	1.2526961582105496	3.246083037329769	1.2143443409421373	-0.49937362042662037
K00318|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.58918	0.475904	2.60856	3.68746	3.7868	4.51532	1.2526961582105496	3.246083037329769	1.2143443409421373	-0.49937362042662037
K00326	3.12957	1.23923	7.09715	10.86578	10.17696	12.76842	1.7012700024600007	3.3650630813937354	1.7957550629499457	-0.6144799681060376
K00326|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.12957	1.1017860000000002	7.09715	9.50323	10.17696	11.05423	1.7012700024600007	3.3266814150933457	1.6024531913902786	-0.42117809654637034
K00326|unclassified	0.0	0.137444	0.0	1.36255	0.0	1.71419	0.0	3.640601537273314	20.377878799999113	-20.377878799999113
K00327	4.87928	2.34906	8.94621	15.3113	15.6969	17.3302	1.6857392833181117	2.8831323047340813	1.6498563974971052	-0.7752481833245721
K00327|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.99107	1.37444	5.30785	9.05758	8.91239	10.5684	1.5751503706950436	2.942840229962653	1.5984636458748993	-0.7709979299647812
K00327|unclassified	1.8882	0.974621	3.63836	6.25368	6.78454	6.76175	1.8452388666112722	2.794482196525694	1.7276932807992815	-0.7814169343120133
K00330	0.0626457	0.0	0.0	0.0	0.0	0.0	-15.934950895177575	0.0	-15.934950895177575	0.0
K00330|unclassified	0.0626457	0.0	0.0	0.0	0.0	0.0	-15.934950895177575	0.0	-15.934950895177575	0.0
K00331	0.0	0.401122	0.0	0.0	0.0	0.0	0.0	-18.613685165681755	0.0	0.0
K00331|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.401122	0.0	0.0	0.0	0.0	0.0	-18.613685165681755	0.0	0.0
K00333	0.0	0.143378	0.0	0.0	0.0	0.0	0.0	-17.129474209672967	0.0	0.0
K00333|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.143378	0.0	0.0	0.0	0.0	0.0	-17.129474209672967	0.0	0.0
K00335	0.0	0.172387	0.0	0.0	0.0	0.0	0.0	-17.395299825760365	0.0	0.0
K00335|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.172387	0.0	0.0	0.0	0.0	0.0	-17.395299825760365	0.0	0.0
K00336	0.0	0.178897	0.0	0.0	0.0	0.0	0.0	-17.448777733228475	0.0	0.0
K00336|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.178897	0.0	0.0	0.0	0.0	0.0	-17.448777733228475	0.0	0.0
K00337	0.0	0.352455	0.0	0.0	0.0	0.0	0.0	-18.427083639625085	0.0	0.0
K00337|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.352455	0.0	0.0	0.0	0.0	0.0	-18.427083639625085	0.0	0.0
K00338	0.0638381	0.270908	0.0	0.0	0.0	0.0	-15.962152692220464	-18.04744879724838	-15.962152692220464	0.0
K00338|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.167651	0.0	0.0	0.0	0.0	0.0	-17.35511016826264	0.0	0.0
K00338|g__Pantoea.s__Pantoea_vagans	0.0638381	0.103257	0.0	0.0	0.0	0.0	-15.962152692220464	-16.6558940344178	-15.962152692220464	0.0
K00343	0.0	0.343452	0.0	0.0	0.0	0.0	0.0	-18.389753160652738	0.0	0.0
K00343|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.343452	0.0	0.0	0.0	0.0	0.0	-18.389753160652738	0.0	0.0
K00344	1.2488	0.671415	2.71814	6.44315	6.08995	6.0978	2.2858870225006918	3.1830102468565564	2.367222808085731	-1.245146109818985
K00344|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.243613	0.0	0.0	0.0	0.0	0.0	-17.894237518806673	0.0	0.0
K00344|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.2488	0.427802	2.71814	6.44315	6.08995	6.0978	2.2858870225006918	3.8332705645177323	2.367222808085731	-1.245146109818985
K00354	5.06488	2.137387	10.20257	15.65908	15.927879999999998	17.29184	1.6529540693425595	3.016170746414342	1.628399267999848	-0.6180667958508984
K00354|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.06488	2.137387	10.20257	15.65908	15.927879999999998	17.29184	1.6529540693425595	3.016170746414342	1.628399267999848	-0.6180667958508984
K00362	0.0	0.290892	0.0	0.0	0.0	0.0	0.0	-18.150129054523042	0.0	0.0
K00362|g__Pantoea.s__Pantoea_agglomerans	0.0	0.249336	0.0	0.0	0.0	0.0	0.0	-17.92773745977611	0.0	0.0
K00362|g__Pantoea.s__Pantoea_vagans	0.0	0.0415561	0.0	0.0	0.0	0.0	0.0	-15.342807360990905	0.0	0.0
K00363	0.0	0.228558	0.0	0.0	0.0	0.0	0.0	-17.802207103703516	0.0	0.0
K00363|g__Pantoea.s__Pantoea_agglomerans	0.0	0.228558	0.0	0.0	0.0	0.0	0.0	-17.802207103703516	0.0	0.0
K00364	149.276073	319.38636	180.7478	169.48520000000002	167.502	180.512424	0.1661953817477018	-0.8232045616894296	0.1831763579991595	0.09281878873620446
K00364|g__Lactobacillus.s__Lactobacillus_brevis	0.150073	312.092	104.875	126.053	98.4616	180.181	9.357743333197691	-0.7925244853989111	9.714140695379093	-0.2653596410680023
K00364|g__Lactobacillus.s__Lactobacillus_plantarum	49.1583	1.48299	27.2355	13.9554	22.1745	0.0	-1.1485334149597717	-20.50007841169206	-1.8166114744479263	0.9646648259862084
K00364|unclassified	99.9674	5.811261999999999	48.6373	29.476586	46.86594	0.331424	-1.092917863826238	-4.132097411178754	-1.7618882250116932	0.7224936833637213
K00380	3.2301	1.28553	6.66906	9.79567	9.76016	11.1183	1.5953256697975096	3.112500039419104	1.6005650436280703	-0.5546606749112067
K00380|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.2301	1.28553	6.66906	9.79567	9.76016	11.1183	1.5953256697975096	3.112500039419104	1.6005650436280703	-0.5546606749112067
K00381	3.3889	1.19862	5.98441	9.02515	9.49277	10.5844	1.4860117885747302	3.142492165060117	1.4131335779918874	-0.5927418092941494
K00381|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.210522	0.0	0.0	0.0	0.0	0.0	-17.683618333254753	0.0	0.0
K00381|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.3889	0.988098	5.98441	9.02515	9.49277	10.5844	1.4860117885747302	3.42114021928433	1.4131335779918874	-0.5927418092941494
K00382	4.6498129	1.787062	9.25906	14.29228	14.17113	16.44369	1.6077100231987462	3.2018717667512706	1.6199913027371398	-0.6262983877933659
K00382|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.160931	0.0	0.0	0.0	0.0	0.0	-17.296091697024686	0.0	0.0
K00382|g__Pantoea.s__Pantoea_agglomerans	0.00985588	0.0	0.0	0.0	0.0	0.0	-13.266915347001927	0.0	-13.266915347001927	0.0
K00382|g__Pantoea.s__Pantoea_vagans	0.0788471	0.0	0.0	0.0	0.0	0.0	-16.266788370410463	0.0	-16.266788370410463	0.0
K00382|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.56111	1.626131	9.25906	14.29228	14.17113	16.44369	1.6354977191333462	3.338017890080893	1.6477789986717397	-0.6262983877933659
K00383	113.15746	286.720177	244.25792	297.10989	242.82432	310.64528	1.1015812161142287	0.11562470036934697	1.3926649229545376	-0.28259128644602793
K00383|g__Lactobacillus.s__Lactobacillus_brevis	10.796	218.252	143.157	200.993	146.859	232.459	3.7658627706054544	0.09098140827647944	4.218576343933863	-0.4895470384713435
K00383|g__Lactobacillus.s__Lactobacillus_plantarum	100.943	67.9525	97.233	90.9566	90.2483	71.824	-0.16156920578060877	0.0799393709176985	-0.15029063560326414	0.09626770692556892
K00383|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.41846	0.515177	3.86792	5.16089	5.71632	6.36228	2.010760448394459	3.626401200663524	1.8632936758177787	-0.4160618317481208
K00384	107.1324	6.3013	58.20154	48.22159	60.89782	18.0593614	-0.8149323603699952	1.5190253272911842	-1.1516437166843532	0.27137810050872163
K00384|g__Lactobacillus.s__Lactobacillus_plantarum	0.0	0.0	0.0	0.0	0.593994	0.0	19.180091261514093	0.0	0.0	0.0
K00384|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.4874	1.833	11.16724	16.38409	15.61452	17.99832	1.5086934012356128	3.295582850832982	1.5781007215826377	-0.553022838605677
K00384|unclassified	101.645	4.4683	47.0343	31.8375	44.6893	0.0610414	-1.1855378794260294	-6.193770878096524	-1.674740258855775	0.5629861640779488
K00390	3.17858	0.734473	6.09186	9.3022	9.16149	9.73958	1.5271995577075308	3.729076382284894	1.5491892604524777	-0.6106890898973408
K00390|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.17858	0.734473	6.09186	9.3022	9.16149	9.73958	1.5271995577075308	3.729076382284894	1.5491892604524777	-0.6106890898973408
K00411	3.1383161	1.085688	4.93149	6.76058	8.08736	10.0262	1.365677879648743	3.207092260301772	1.1071561045037648	-0.45512333534224225
K00411|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.311154	0.0	0.0	0.0	0.0	0.0	-18.24727390374822	0.0	0.0
K00411|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.07472	0.774534	4.93149	6.76058	8.08736	10.0262	1.3952135049388525	3.6943008181149857	1.1366917297938743	-0.45512333534224225
K00411|unclassified	0.0635961	0.0	0.0	0.0	0.0	0.0	-15.956673360294817	0.0	-15.956673360294817	0.0
K00412	33.265597	7.487808	61.9352	79.4447	67.249	63.7088	1.0154818676454733	3.0888771461189806	1.2559200257225889	-0.3591913930650692
K00412|unclassified	33.265597	7.487808	61.9352	79.4447	67.249	63.7088	1.0154818676454733	3.0888771461189806	1.2559200257225889	-0.3591913930650692
K00413	1.78738	0.717734	3.78705	5.172	5.50587	5.75841	1.6231236151132993	3.004147583421498	1.5328753605500118	-0.44964770404644183
K00413|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.78738	0.416731	3.78705	5.172	5.50587	5.75841	1.6231236151132993	3.7884789722697088	1.5328753605500118	-0.44964770404644183
K00413|unclassified	0.0	0.301002	0.0	0.0	0.0	0.0	0.0	-18.199418340370475	0.0	0.0
K00414	5.03176	2.28964	9.89802	15.475	15.7914	18.1732	1.650003868161635	2.988619239583505	1.6208041992448428	-0.644727494472129
K00414|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.13018	1.613	6.23681	9.7282	10.3925	11.2775	1.731224899511733	2.805628175960933	1.6359269552892761	-0.6413644972244829
